행정구역,2025년01월_총인구수,2025년01월_세대수,2025년01월_세대당 인구,2025년01월_남자 인구수,2025년01월_여자 인구수,2025년01월_남여 비율
경상북도 포항시 북구 신광면(4711331000),"2,745","1,630",1.68,"1,386","1,359",1.02
경상북도 포항시 북구 청하면(4711332000),"4,448","2,666",1.67,"2,192","2,256",0.97
경상북도 포항시 북구 송라면(4711333000),"2,317","1,529",1.52,"1,127","1,190",0.95
경상북도 포항시 북구 기계면(4711334000),"4,778","2,745",1.74,"2,350","2,428",0.97
경상북도 포항시 북구 죽장면(4711335000),"2,033","1,361",1.49,"1,044",989,1.06
경상북도 포항시 북구 죽장면상옥출장소(4711335500),605,379,1.6,317,288,1.1
경상북도 포항시 북구 기북면(4711336000),"1,292",779,1.66,642,650,0.99
경상북도 포항시 북구 중앙동(4711352000),"13,766","8,224",1.67,"6,790","6,976",0.97
경상북도 포항시 북구 양학동(4711363000),"16,402","7,253",2.26,"8,052","8,350",0.96
경상북도 포항시 북구 죽도동(4711365500),"18,665","11,362",1.64,"9,288","9,377",0.99
경상북도 포항시 북구 용흥동(4711366500),"19,870","9,168",2.17,"9,703","10,167",0.95
경상북도 포항시 북구 우창동(4711368000),"31,463","14,010",2.25,"15,294","16,169",0.95
경상북도 포항시 북구 두호동(4711369000),"21,262","8,985",2.37,"10,402","10,860",0.96
경상북도 포항시 북구 장량동(4711370000),"67,919","28,827",2.36,"34,598","33,321",1.04
경상북도 포항시 북구 환여동(4711371000),"8,723","3,823",2.28,"4,273","4,450",0.96
경상북도 경주시 (4713000000),"244,589","125,016",1.96,"122,546","122,043",1
경상북도 경주시 감포읍(4713025000),"5,185","3,192",1.62,"2,603","2,582",1.01
경상북도 경주시 안강읍(4713025300),"22,487","12,088",1.86,"11,156","11,331",0.98
경상북도 경주시 건천읍(4713025600),"10,647","5,994",1.78,"5,424","5,223",1.04
경상북도 경주시 외동읍(4713025900),"21,540","11,734",1.84,"11,437","10,103",1.13
경상북도 경주시 문무대왕면(4713031500),"4,068","2,344",1.74,"2,138","1,930",1.11
경상북도 경주시 양남면(4713032000),"6,328","3,614",1.75,"3,369","2,959",1.14
경상북도 경주시 내남면(4713033000),"4,420","2,614",1.69,"2,242","2,178",1.03
경상북도 경주시 산내면(4713034000),"3,181","2,060",1.54,"1,596","1,585",1.01
경상북도 경주시 서면(4713035000),"2,963","1,795",1.65,"1,519","1,444",1.05
경상북도 경주시 현곡면(4713036000),"21,820","8,899",2.45,"10,747","11,073",0.97
경상북도 경주시 강동면(4713037000),"5,927","3,500",1.69,"3,053","2,874",1.06
경상북도 경주시 천북면(4713038000),"5,520","3,001",1.84,"2,883","2,637",1.09
경상북도 경주시 중부동(4713051500),"4,570","2,663",1.72,"2,266","2,304",0.98
경상북도 경주시 황오동(4713053000),"5,652","3,309",1.71,"2,708","2,944",0.92
경상북도 경주시 성건동(4713055000),"12,832","7,797",1.65,"6,328","6,504",0.97
경상북도 경주시 황남동(4713057000),"3,789","2,250",1.68,"1,883","1,906",0.99
경상북도 경주시 선도동(4713059000),"14,080","6,689",2.1,"7,053","7,027",1
경상북도 경주시 월성동(4713060500),"5,418","2,846",1.9,"2,642","2,776",0.95
경상북도 경주시 용강동(4713061500),"25,194","10,451",2.41,"12,380","12,814",0.97
경상북도 경주시 황성동(4713062100),"27,099","11,521",2.35,"13,234","13,865",0.95
경상북도 경주시 동천동(4713063000),"20,566","10,357",1.99,"10,230","10,336",0.99
경상북도 경주시 불국동(4713065000),"9,675","5,292",1.83,"4,849","4,826",1
경상북도 경주시 보덕동(4713066000),"1,628","1,006",1.62,806,822,0.98
경상북도 김천시 (4715000000),"135,610","69,126",1.96,"68,184","67,426",1.01
경상북도 김천시 아포읍(4715025000),"7,900","4,288",1.84,"3,968","3,932",1.01
경상북도 김천시 농소면(4715031000),"3,098","1,623",1.91,"1,625","1,473",1.1
경상북도 김천시 남면(4715032000),"2,908","1,712",1.7,"1,492","1,416",1.05
경상북도 김천시 개령면(4715034000),"2,210","1,206",1.83,"1,134","1,076",1.05
경상북도 김천시 감문면(4715035000),"3,090","1,840",1.68,"1,556","1,534",1.01
경상북도 김천시 어모면(4715036000),"4,004","2,140",1.87,"2,049","1,955",1.05
경상북도 김천시 봉산면(4715037000),"2,847","1,552",1.83,"1,482","1,365",1.09
경상북도 김천시 대항면(4715038000),"3,177","1,714",1.85,"1,627","1,550",1.05
경상북도 김천시 감천면(4715039000),"1,783",942,1.89,920,863,1.07
경상북도 김천시 조마면(4715040000),"2,071","1,163",1.78,"1,054","1,017",1.04
경상북도 김천시 구성면(4715041000),"2,604","1,584",1.64,"1,283","1,321",0.97
경상북도 김천시 지례면(4715042000),"1,390",856,1.62,713,677,1.05
경상북도 김천시 부항면(4715043000),"1,216",763,1.59,609,607,1
경상북도 김천시 대덕면(4715044000),"2,143","1,405",1.53,"1,074","1,069",1
경상북도 김천시 증산면(4715045000),959,599,1.6,476,483,0.99
경상북도 김천시 자산동(4715051600),"5,909","3,464",1.71,"2,948","2,961",1
경상북도 김천시 평화남산동(4715053600),"6,911","4,160",1.66,"3,401","3,510",0.97
경상북도 김천시 양금동(4715056500),"3,455","1,884",1.83,"1,670","1,785",0.94
경상북도 김천시 대신동(4715057500),"23,619","11,394",2.07,"11,704","11,915",0.98
경상북도 김천시 대곡동(4715059500),"20,362","9,981",2.04,"10,233","10,129",1.01
경상북도 김천시 지좌동(4715061000),"10,518","5,306",1.98,"5,417","5,101",1.06
경상북도 김천시 율곡동(4715064000),"23,436","9,550",2.45,"11,749","11,687",1.01
경상북도 안동시 (4717000000),"152,902","80,013",1.91,"75,689","77,213",0.98
경상북도 안동시 풍산읍(4717025000),"7,744","4,224",1.83,"3,919","3,825",1.02
경상북도 안동시 와룡면(4717031000),"3,726","2,095",1.78,"1,919","1,807",1.06
경상북도 안동시 북후면(4717032000),"2,749","1,727",1.59,"1,437","1,312",1.1
경상북도 안동시 서후면(4717033000),"3,614","2,183",1.66,"1,903","1,711",1.11
경상북도 안동시 풍천면(4717034000),"7,303","4,306",1.7,"3,730","3,573",1.04
경상북도 안동시 일직면(4717035000),"2,403","1,417",1.7,"1,165","1,238",0.94
경상북도 안동시 남후면(4717036000),"1,600",974,1.64,800,800,1
경상북도 안동시 남선면(4717037000),"1,973","1,140",1.73,"1,013",960,1.06
경상북도 안동시 임하면(4717038000),"2,578","1,664",1.55,"1,356","1,222",1.11
경상북도 안동시 길안면(4717039000),"2,552","1,592",1.6,"1,315","1,237",1.06
경상북도 안동시 임동면(4717040000),"1,607","1,020",1.58,829,778,1.07
경상북도 안동시 예안면(4717041000),"1,646","1,018",1.62,853,793,1.08
경상북도 안동시 도산면(4717042000),"1,399",874,1.6,755,644,1.17
경상북도 안동시 녹전면(4717043000),"1,587",940,1.69,825,762,1.08
경상북도 안동시 중구동(4717051000),"4,759","2,859",1.66,"2,338","2,421",0.97
경상북도 안동시 명륜동(4717052000),"4,571","2,455",1.86,"2,200","2,371",0.93
경상북도 안동시 용상동(4717055500),"23,995","12,425",1.93,"12,011","11,984",1
경상북도 안동시 서구동(4717058500),"8,277","4,238",1.95,"3,972","4,305",0.92
경상북도 안동시 태화동(4717060000),"11,932","6,233",1.91,"5,894","6,038",0.98
경상북도 안동시 평화동(4717062000),"5,760","2,949",1.95,"2,777","2,983",0.93
경상북도 안동시 안기동(4717063000),"5,766","2,828",2.04,"2,844","2,922",0.97
경상북도 안동시 옥동(4717065000),"19,897","9,420",2.11,"9,381","10,516",0.89
경상북도 안동시 송하동(4717066000),"15,120","7,061",2.14,"7,367","7,753",0.95
경상북도 안동시 강남동(4717069000),"10,344","4,371",2.37,"5,086","5,258",0.97
경상북도 구미시 (4719000000),"404,395","190,369",2.12,"208,838","195,557",1.07
경상북도 구미시 선산읍(4719025000),"13,522","6,667",2.03,"6,659","6,863",0.97
경상북도 구미시 고아읍(4719025300),"39,004","16,013",2.44,"19,516","19,488",1
경상북도 구미시 산동읍(4719025600),"30,635","11,783",2.6,"15,960","14,675",1.09
경상북도 구미시 무을면(4719031000),"1,756","1,040",1.69,876,880,1
경상북도 구미시 옥성면(4719032000),"1,618",919,1.76,833,785,1.06
경상북도 구미시 도개면(4719033000),"2,030","1,152",1.76,"1,042",988,1.05
경상북도 구미시 해평면(4719034000),"3,643","2,071",1.76,"1,940","1,703",1.14
경상북도 구미시 장천면(4719036000),"2,775","1,527",1.82,"1,438","1,337",1.08
경상북도 구미시 송정동(4719051000),"23,375","11,383",2.05,"11,395","11,980",0.95
경상북도 구미시 원평동(4719053500),"9,540","5,582",1.71,"5,101","4,439",1.15
경상북도 구미시 도량동(4719055100),"26,821","11,808",2.27,"12,962","13,859",0.94
경상북도 구미시 지산동(4719055500),"1,853",984,1.88,961,892,1.08
경상북도 구미시 선주원남동(4719056500),"36,632","16,819",2.18,"18,649","17,983",1.04
경상북도 구미시 형곡1동(4719058200),"12,691","5,652",2.25,"6,229","6,462",0.96
경상북도 구미시 형곡2동(4719058300),"15,235","7,279",2.09,"7,558","7,677",0.98
경상북도 구미시 신평1동(4719059000),"4,561","2,755",1.66,"2,617","1,944",1.35
경상북도 구미시 신평2동(4719060000),"2,927","1,469",1.99,"1,554","1,373",1.13
경상북도 구미시 비산동(4719061000),"12,343","5,400",2.29,"6,479","5,864",1.1
경상북도 구미시 광평동(4719063000),"4,067","2,130",1.91,"2,235","1,832",1.22
경상북도 구미시 상모사곡동(4719064500),"29,256","13,443",2.18,"15,372","13,884",1.11
경상북도 구미시 임오동(4719066000),"17,316","7,425",2.33,"9,047","8,269",1.09
경상북도 구미시 인동동(4719067000),"45,988","23,169",1.98,"24,316","21,672",1.12
경상북도 구미시 진미동(4719068000),"16,326","11,671",1.4,"9,297","7,029",1.32
경상북도 구미시 양포동(4719069000),"46,477","20,165",2.3,"24,567","21,910",1.12
경상북도 구미시 공단동(4719070000),"4,004","2,063",1.94,"2,235","1,769",1.26
경상북도 영주시 (4721000000),"98,782","51,612",1.91,"49,138","49,644",0.99
경상북도 영주시 풍기읍(4721025000),"10,397","5,922",1.76,"5,331","5,066",1.05
경상북도 영주시 이산면(4721031000),"2,178","1,187",1.83,"1,115","1,063",1.05
경상북도 영주시 평은면(4721032000),"1,377",805,1.71,702,675,1.04
경상북도 영주시 문수면(4721033000),"1,875","1,112",1.69,971,904,1.07
경상북도 영주시 장수면(4721034000),"1,998","1,167",1.71,"1,012",986,1.03
경상북도 영주시 안정면(4721035000),"2,774","1,581",1.75,"1,400","1,374",1.02
경상북도 영주시 봉현면(4721036000),"2,531","1,406",1.8,"1,288","1,243",1.04
경상북도 영주시 순흥면(4721037000),"1,867","1,104",1.69,940,927,1.01
경상북도 영주시 단산면(4721038000),"1,706","1,053",1.62,841,865,0.97
경상북도 영주시 부석면(4721039000),"2,804","1,631",1.72,"1,405","1,399",1
경상북도 영주시 상망동(4721051000),"7,026","3,454",2.03,"3,486","3,540",0.98
경상북도 영주시 하망동(4721052500),"5,830","2,999",1.94,"2,828","3,002",0.94
경상북도 영주시 영주1동(4721055000),"3,523","2,094",1.68,"1,730","1,793",0.96
경상북도 영주시 영주2동(4721056000),"4,550","2,435",1.87,"2,156","2,394",0.9
경상북도 영주시 휴천1동(4721059000),"6,168","2,884",2.14,"3,049","3,119",0.98
경상북도 영주시 휴천2동(4721060000),"9,638","5,325",1.81,"4,725","4,913",0.96
경상북도 영주시 휴천3동(4721061000),"7,120","3,552",2,"3,492","3,628",0.96
경상북도 영주시 가흥1동(4721062000),"15,286","7,069",2.16,"7,708","7,578",1.02
경상북도 영주시 가흥2동(4721063000),"10,134","4,832",2.1,"4,959","5,175",0.96
경상북도 영천시 (4723000000),"97,872","54,716",1.79,"50,073","47,799",1.05
경상북도 영천시 금호읍(4723025000),"10,278","6,286",1.64,"5,449","4,829",1.13
경상북도 영천시 청통면(4723031000),"3,903","2,391",1.63,"2,059","1,844",1.12
경상북도 영천시 신녕면(4723032000),"3,564","2,297",1.55,"1,766","1,798",0.98
경상북도 영천시 화산면(4723033000),"2,972","1,785",1.66,"1,567","1,405",1.12
경상북도 영천시 화북면(4723034000),"2,181","1,398",1.56,"1,091","1,090",1
경상북도 영천시 화남면(4723035000),"3,164","1,986",1.59,"1,673","1,491",1.12
경상북도 영천시 자양면(4723036000),"1,301",864,1.51,687,614,1.12
경상북도 영천시 임고면(4723037000),"4,098","2,460",1.67,"2,118","1,980",1.07
경상북도 영천시 고경면(4723038000),"5,642","3,557",1.59,"3,106","2,536",1.22
경상북도 영천시 북안면(4723039000),"4,300","2,724",1.58,"2,290","2,010",1.14
경상북도 영천시 대창면(4723040000),"2,967","1,844",1.61,"1,582","1,385",1.14
경상북도 영천시 동부동(4723051000),"26,434","13,050",2.03,"12,998","13,436",0.97
경상북도 영천시 중앙동(4723052000),"9,005","4,547",1.98,"4,548","4,457",1.02
경상북도 영천시 서부동(4723053500),"4,413","2,688",1.64,"2,258","2,155",1.05
경상북도 영천시 완산동(4723054000),"9,870","4,553",2.17,"4,815","5,055",0.95
경상북도 영천시 남부동(4723055500),"3,780","2,286",1.65,"2,066","1,714",1.21
경상북도 상주시 (4725000000),"91,784","49,122",1.87,"45,304","46,480",0.97
경상북도 상주시 함창읍(4725025000),"6,149","3,409",1.8,"2,993","3,156",0.95
경상북도 상주시 중동면(4725031000),"1,294",768,1.68,644,650,0.99
경상북도 상주시 사벌국면(4725032500),"3,605","2,080",1.73,"1,806","1,799",1
경상북도 상주시 낙동면(4725033000),"2,793","1,618",1.73,"1,378","1,415",0.97
경상북도 상주시 낙동면동부출장소(4725033500),924,577,1.6,455,469,0.97
경상북도 상주시 청리면(4725034000),"2,376","1,343",1.77,"1,139","1,237",0.92
경상북도 상주시 공성면(4725035000),"3,825","2,099",1.82,"1,913","1,912",1
경상북도 상주시 외남면(4725036000),"1,511",846,1.79,766,745,1.03
경상북도 상주시 내서면(4725037000),"1,804","1,074",1.68,941,863,1.09
경상북도 상주시 모동면(4725038000),"2,512","1,426",1.76,"1,296","1,216",1.07
경상북도 상주시 모서면(4725039000),"1,625",971,1.67,831,794,1.05
경상북도 상주시 모서면서부출장소(4725039500),704,424,1.66,347,357,0.97
경상북도 상주시 화동면(4725040000),"1,846","1,063",1.74,935,911,1.03
경상북도 상주시 화서면(4725041000),"2,784","1,493",1.86,"1,373","1,411",0.97
경상북도 상주시 화북면(4725042000),"1,122",656,1.71,567,555,1.02
경상북도 상주시 화북면서부출장소(4725042600),318,200,1.59,171,147,1.16
경상북도 상주시 외서면(4725043000),"2,478","1,452",1.71,"1,184","1,294",0.91
경상북도 상주시 은척면(4725044000),"1,092",666,1.64,524,568,0.92
경상북도 상주시 은척면북부출장소(4725044500),351,210,1.67,180,171,1.05
경상북도 상주시 공검면(4725045000),"1,995","1,174",1.7,964,"1,031",0.94
경상북도 상주시 이안면(4725046000),"1,945","1,166",1.67,963,982,0.98
경상북도 상주시 화남면(4725047000),782,488,1.6,392,390,1.01
경상북도 상주시 남원동(4725052000),"10,971","5,310",2.07,"5,418","5,553",0.98
경상북도 상주시 북문동(4725053000),"9,163","4,628",1.98,"4,562","4,601",0.99
경상북도 상주시 계림동(4725054000),"8,861","4,385",2.02,"4,260","4,601",0.93
경상북도 상주시 동문동(4725055000),"7,393","3,725",1.98,"3,576","3,817",0.94
경상북도 상주시 동성동(4725056000),"3,213","1,677",1.92,"1,542","1,671",0.92
경상북도 상주시 신흥동(4725057000),"8,348","4,194",1.99,"4,184","4,164",1
경상북도 문경시 (4728000000),"67,025","36,561",1.83,"32,936","34,089",0.97
경상북도 문경시 문경읍(4728025000),"5,568","3,177",1.75,"2,653","2,915",0.91
경상북도 문경시 문경읍갈평출장소(4728025100),"1,065",597,1.78,551,514,1.07
경상북도 문경시 가은읍(4728025300),"3,051","1,828",1.67,"1,489","1,562",0.95
경상북도 문경시 가은읍북부출장소(4728025400),845,524,1.61,448,397,1.13
경상북도 문경시 영순면(4728031000),"2,255","1,438",1.57,"1,195","1,060",1.13
경상북도 문경시 산양면(4728032000),"2,909","1,726",1.69,"1,481","1,428",1.04
경상북도 문경시 호계면(4728033000),"2,277","1,423",1.6,"1,121","1,156",0.97
경상북도 문경시 산북면(4728034000),"2,567","1,588",1.62,"1,289","1,278",1.01
경상북도 문경시 동로면(4728035000),"1,905","1,165",1.64,983,922,1.07
경상북도 문경시 마성면(4728036000),"3,266","2,055",1.59,"1,583","1,683",0.94
경상북도 문경시 농암면(4728037000),"2,489","1,582",1.57,"1,186","1,303",0.91
경상북도 문경시 점촌1동(4728057000),"5,312","2,750",1.93,"2,589","2,723",0.95
경상북도 문경시 점촌2동(4728058000),"6,475","3,475",1.86,"3,093","3,382",0.91
경상북도 문경시 점촌3동(4728059000),"8,449","4,333",1.95,"4,144","4,305",0.96
경상북도 문경시 점촌4동(4728060000),"2,934","1,705",1.72,"1,471","1,463",1.01
경상북도 문경시 점촌5동(4728061000),"15,658","7,195",2.18,"7,660","7,998",0.96
경상북도 경산시 (4729000000),"266,013","131,484",2.02,"133,658","132,355",1.01
경상북도 경산시 하양읍(4729025000),"32,691","16,425",1.99,"16,522","16,169",1.02
경상북도 경산시 진량읍(4729025300),"33,215","17,352",1.91,"17,414","15,801",1.1
경상북도 경산시 압량읍(4729025600),"21,909","11,398",1.92,"11,688","10,221",1.14
경상북도 경산시 와촌면(4729031000),"5,209","2,855",1.82,"2,807","2,402",1.17
경상북도 경산시 자인면(4729033000),"5,144","2,917",1.76,"2,659","2,485",1.07
경상북도 경산시 용성면(4729034000),"3,219","1,845",1.74,"1,707","1,512",1.13
경상북도 경산시 남산면(4729035000),"3,556","1,946",1.83,"1,836","1,720",1.07
경상북도 경산시 남천면(4729037000),"2,704","1,499",1.8,"1,406","1,298",1.08
경상북도 경산시 중방동(4729051000),"10,795","5,443",1.98,"5,231","5,564",0.94
경상북도 경산시 중앙동(4729052000),"5,729","3,376",1.7,"2,836","2,893",0.98
경상북도 경산시 남부동(4729053000),"18,437","8,265",2.23,"9,030","9,407",0.96
경상북도 경산시 서부1동(4729054100),"30,165","13,819",2.18,"14,200","15,965",0.89
경상북도 경산시 서부2동(4729054200),"41,384","16,610",2.49,"19,747","21,637",0.91
경상북도 경산시 북부동(4729055000),"16,121","10,472",1.54,"8,723","7,398",1.18
경상북도 경산시 동부동(4729056000),"35,735","17,262",2.07,"17,852","17,883",1
경상북도 의성군 (4773000000),"48,620","29,104",1.67,"24,224","24,396",0.99
경상북도 의성군 의성읍(4773025000),"12,272","6,639",1.85,"6,103","6,169",0.99
경상북도 의성군 단촌면(4773031000),"1,845","1,160",1.59,923,922,1
경상북도 의성군 점곡면(4773032000),"1,500",990,1.52,761,739,1.03
경상북도 의성군 옥산면(4773033000),"1,689","1,013",1.67,850,839,1.01
경상북도 의성군 사곡면(4773034000),"1,519",964,1.58,749,770,0.97
경상북도 의성군 춘산면(4773035000),"1,474",852,1.73,756,718,1.05
경상북도 의성군 가음면(4773036000),"1,428",886,1.61,740,688,1.08
경상북도 의성군 금성면(4773037000),"4,065","2,511",1.62,"2,021","2,044",0.99
경상북도 의성군 봉양면(4773038000),"3,823","2,419",1.58,"1,907","1,916",1
경상북도 의성군 비안면(4773039000),"2,533","1,557",1.63,"1,273","1,260",1.01
경상북도 의성군 구천면(4773040000),"1,673","1,009",1.66,850,823,1.03
경상북도 의성군 단밀면(4773041000),"1,607",986,1.63,799,808,0.99
경상북도 의성군 단북면(4773042000),"1,666","1,013",1.64,815,851,0.96
경상북도 의성군 안계면(4773043000),"4,256","2,494",1.71,"2,041","2,215",0.92
경상북도 의성군 다인면(4773044000),"3,582","2,215",1.62,"1,757","1,825",0.96
경상북도 의성군 신평면(4773045000),798,535,1.49,399,399,1
경상북도 의성군 안평면(4773046000),"2,040","1,291",1.58,"1,056",984,1.07
경상북도 의성군 안사면(4773047000),850,570,1.49,424,426,1
경상북도 청송군 (4775000000),"23,687","13,976",1.69,"11,881","11,806",1.01
경상북도 청송군 청송읍(4775025000),"4,838","2,620",1.85,"2,391","2,447",0.98
경상북도 청송군 주왕산면(4775031500),"1,780","1,102",1.62,889,891,1
경상북도 청송군 부남면(4775032000),"2,362","1,427",1.66,"1,163","1,199",0.97
경상북도 청송군 현동면(4775033000),"2,005","1,186",1.69,"1,014",991,1.02
경상북도 청송군 현서면(4775034000),"2,396","1,418",1.69,"1,204","1,192",1.01
경상북도 청송군 안덕면(4775035000),"2,454","1,522",1.61,"1,237","1,217",1.02
경상북도 청송군 파천면(4775036000),"1,665","1,037",1.61,837,828,1.01
경상북도 청송군 진보면(4775037000),"6,187","3,664",1.69,"3,146","3,041",1.03
경상북도 영양군 (4776000000),"15,309","8,936",1.71,"7,636","7,673",1
경상북도 영양군 영양읍(4776025000),"6,683","3,657",1.83,"3,278","3,405",0.96
경상북도 영양군 입암면(4776031000),"1,966","1,215",1.62,972,994,0.98
경상북도 영양군 청기면(4776032000),"1,543",966,1.6,791,752,1.05
경상북도 영양군 일월면(4776033000),"1,648",968,1.7,834,814,1.02
경상북도 영양군 수비면(4776034000),"1,577",948,1.66,795,782,1.02
경상북도 영양군 석보면(4776035000),"1,892","1,182",1.6,966,926,1.04
경상북도 영덕군 (4777000000),"33,123","19,465",1.7,"15,853","17,270",0.92
경상북도 영덕군 영덕읍(4777025000),"10,176","5,404",1.88,"4,911","5,265",0.93
경상북도 영덕군 강구면(4777031000),"5,583","3,305",1.69,"2,639","2,944",0.9
경상북도 영덕군 남정면(4777032000),"2,222","1,419",1.57,"1,093","1,129",0.97
경상북도 영덕군 달산면(4777033000),"1,066",700,1.52,508,558,0.91
경상북도 영덕군 지품면(4777034000),"1,354",838,1.62,674,680,0.99
경상북도 영덕군 지품면원전출장소(4777034500),508,309,1.64,246,262,0.94
경상북도 영덕군 축산면(4777035000),849,522,1.63,400,449,0.89
경상북도 영덕군 축산면축산출장소(4777035500),"1,471",932,1.58,686,785,0.87
경상북도 영덕군 영해면(4777036000),"5,860","3,417",1.71,"2,722","3,138",0.87
경상북도 영덕군 병곡면(4777037000),"2,520","1,615",1.56,"1,223","1,297",0.94
경상북도 영덕군 창수면(4777038000),"1,514","1,004",1.51,751,763,0.98
경상북도 청도군 (4782000000),"40,544","23,426",1.73,"20,183","20,361",0.99
경상북도 청도군 화양읍(4782025000),"6,926","3,487",1.99,"3,418","3,508",0.97
경상북도 청도군 화양읍남성현출장소(4782025100),"1,085",638,1.7,551,534,1.03
경상북도 청도군 청도읍(4782025300),"9,649","5,067",1.9,"4,746","4,903",0.97
경상북도 청도군 청도읍유호출장소(4782025400),"1,496",916,1.63,749,747,1
경상북도 청도군 각남면(4782031000),"2,119","1,294",1.64,"1,019","1,100",0.93
경상북도 청도군 풍각면(4782032000),"3,684","2,281",1.62,"1,848","1,836",1.01
경상북도 청도군 각북면(4782033000),"2,298","1,418",1.62,"1,157","1,141",1.01
경상북도 청도군 이서면(4782034000),"4,497","2,586",1.74,"2,206","2,291",0.96
경상북도 청도군 운문면(4782035000),"1,898","1,257",1.51,965,933,1.03
경상북도 청도군 금천면(4782036000),"3,176","2,061",1.54,"1,639","1,537",1.07
경상북도 청도군 매전면(4782037000),"3,716","2,421",1.53,"1,885","1,831",1.03
경상북도 고령군 (4783000000),"30,041","17,316",1.73,"15,500","14,541",1.07
경상북도 고령군 대가야읍(4783025300),"9,412","5,137",1.83,"4,770","4,642",1.03
경상북도 고령군 덕곡면(4783031000),"1,444",934,1.55,729,715,1.02
경상북도 고령군 운수면(4783032000),"1,743","1,118",1.56,882,861,1.02
경상북도 고령군 성산면(4783033000),"2,468","1,505",1.64,"1,362","1,106",1.23
경상북도 고령군 다산면(4783034000),"8,439","4,481",1.88,"4,352","4,087",1.06
경상북도 고령군 개진면(4783035000),"1,811","1,229",1.47,"1,001",810,1.24
경상북도 고령군 우곡면(4783036000),"1,521",929,1.64,793,728,1.09
경상북도 고령군 쌍림면(4783037000),"3,203","1,983",1.62,"1,611","1,592",1.01
경상북도 성주군 (4784000000),"41,396","24,103",1.72,"21,634","19,762",1.09
경상북도 성주군 성주읍(4784025000),"13,254","6,850",1.93,"6,700","6,554",1.02
경상북도 성주군 선남면(4784031000),"5,904","3,603",1.64,"3,237","2,667",1.21
경상북도 성주군 용암면(4784032000),"3,506","2,235",1.57,"1,938","1,568",1.24
경상북도 성주군 수륜면(4784033000),"3,169","2,047",1.55,"1,628","1,541",1.06
경상북도 성주군 가천면(4784034000),"1,926","1,257",1.53,975,951,1.03
경상북도 성주군 금수강산면(4784035500),"1,160",778,1.49,609,551,1.11
경상북도 성주군 대가면(4784036000),"2,221","1,315",1.69,"1,149","1,072",1.07
경상북도 성주군 벽진면(4784037000),"2,874","1,685",1.71,"1,516","1,358",1.12
경상북도 성주군 초전면(4784038000),"4,228","2,458",1.72,"2,178","2,050",1.06
경상북도 성주군 월항면(4784039000),"3,154","1,875",1.68,"1,704","1,450",1.18
경상북도 칠곡군 (4785000000),"107,142","53,809",1.99,"56,270","50,872",1.11
경상북도 칠곡군 왜관읍(4785025000),"30,537","14,742",2.07,"15,296","15,241",1
경상북도 칠곡군 북삼읍(4785025300),"23,054","10,820",2.13,"12,134","10,920",1.11
경상북도 칠곡군 석적읍(4785025600),"29,955","14,769",2.03,"16,439","13,516",1.22
경상북도 칠곡군 지천면(4785031000),"3,785","2,350",1.61,"2,081","1,704",1.22
경상북도 칠곡군 동명면(4785032000),"5,035","2,921",1.72,"2,591","2,444",1.06
경상북도 칠곡군 가산면(4785033000),"3,188","1,937",1.65,"1,721","1,467",1.17
경상북도 칠곡군 약목면(4785036000),"8,668","4,672",1.86,"4,492","4,176",1.08
경상북도 칠곡군 기산면(4785037000),"2,920","1,598",1.83,"1,516","1,404",1.08
경상북도 예천군 (4790000000),"54,480","27,964",1.95,"26,887","27,593",0.97
경상북도 예천군 예천읍(4790025000),"13,715","7,232",1.9,"6,724","6,991",0.96
경상북도 예천군 호명읍(4790025300),"20,823","8,518",2.44,"10,159","10,664",0.95
경상북도 예천군 용문면(4790031000),"2,104","1,317",1.6,"1,079","1,025",1.05
경상북도 예천군 감천면(4790034000),"2,445","1,496",1.63,"1,228","1,217",1.01
경상북도 예천군 보문면(4790035000),"1,549",919,1.69,779,770,1.01
경상북도 예천군 유천면(4790037000),"2,427","1,445",1.68,"1,243","1,184",1.05
경상북도 예천군 용궁면(4790038000),"2,212","1,325",1.67,"1,090","1,122",0.97
경상북도 예천군 개포면(4790039000),"1,442",915,1.58,707,735,0.96
경상북도 예천군 지보면(4790040000),"2,529","1,568",1.61,"1,283","1,246",1.03
경상북도 예천군 풍양면(4790041000),"2,790","1,765",1.58,"1,354","1,436",0.94
경상북도 예천군 효자면(4790042000),"1,172",723,1.62,592,580,1.02
경상북도 예천군 은풍면(4790043000),"1,272",741,1.72,649,623,1.04
경상북도 봉화군 (4792000000),"28,719","16,552",1.74,"14,685","14,034",1.05
경상북도 봉화군 봉화읍(4792025000),"9,050","4,764",1.9,"4,490","4,560",0.98
경상북도 봉화군 물야면(4792031000),"2,806","1,659",1.69,"1,451","1,355",1.07
경상북도 봉화군 봉성면(4792032000),"1,896","1,091",1.74,932,964,0.97
경상북도 봉화군 법전면(4792033000),"1,882","1,119",1.68,973,909,1.07
경상북도 봉화군 춘양면(4792034000),"4,135","2,485",1.66,"2,083","2,052",1.02
경상북도 봉화군 소천면(4792035000),"2,069","1,330",1.56,"1,068","1,001",1.07
경상북도 봉화군 재산면(4792036000),"1,391",851,1.63,713,678,1.05
경상북도 봉화군 명호면(4792037000),"2,083","1,247",1.67,"1,118",965,1.16
경상북도 봉화군 상운면(4792038000),"1,627","1,016",1.6,832,795,1.05
경상북도 봉화군 석포면(4792039000),"1,780",990,1.8,"1,025",755,1.36
